ime,zacetek_kariere,konec_kariere/sedanjost,pozicija,visina,teza,leto_rojstva,v_hall_of_fame,trenutno_v_ligi
Shai Gilgeous-Alexander,2019,2023,G,198,82,1998,ne,da
Anthony Gill,2021,2023,F,201,104,1992,ne,da
Eddie Gill,2001,2009,G,183,86,1978,ne,ne
Kendall Gill,1991,2005,G,196,89,1968,ne,ne
Ben Gillery,1989,1989,C,213,107,1965,ne,ne
Freddie Gillespie,2021,2022,F,206,111,1997,ne,ne
Jack Gillespie,1970,1970,F,198,98,1947,ne,ne
Armen Gilliam,1988,2000,F-C,206,104,1964,ne,ne
Herm Gilliam,1970,1977,G-F,190,86,1946,ne,ne
Artis Gilmore,1972,1988,C,218,109,1949,da,ne
Walt Gilmore,1971,1971,F,198,102,1947,ne,ne
Chuck Gilmur,1947,1951,F-C,193,102,1922,ne,ne
Jacob Gilyard,2023,2023,G,175,73,1998,ne,da
Manu Ginóbili,2003,2018,G,198,93,1977,da,ne
Gordan Giriček,2003,2008,G-F,198,95,1977,ne,ne
Jack Givens,1979,1980,F-G,196,93,1956,ne,ne
Mickell Gladness,2012,2012,C,211,100,1986,ne,ne
George Glamack,1949,1949,C-F,198,102,1918,ne,ne
Gerald Glass,1991,1996,G-F,196,100,1967,ne,ne
Mike Glenn,1978,1987,G,188,79,1955,ne,ne
Normie Glick,1950,1950,F,201,86,1927,ne,ne
Georgi Glouchkov,1986,1986,F,203,107,1960,ne,ne
Clarence Glover,1972,1972,F,203,95,1947,ne,ne
Dion Glover,2000,2005,G,196,104,1978,ne,ne
Andreas Glyniadakis,2007,2007,C,216,127,1981,ne,ne
Mike Gminski,1981,1994,C,211,114,1959,ne,ne
Rudy Gobert,2014,2023,C,216,117,1992,ne,da
Dan Godfread,1991,1992,C,208,114,1967,ne,ne
Tom Gola,1956,1966,G-F,198,93,1933,da,ne
Ben Goldfaden,1947,1947,F,185,84,1913,ne,ne
Anthony Goldwire,1996,2006,G,185,83,1971,ne,ne
Ryan Gomes,2006,2014,F,201,114,1982,ne,ne
Glen Gondrezick,1978,1983,F-G,198,99,1955,ne,ne
Grant Gondrezick,1987,1989,G,196,93,1963,ne,ne
Drew Gooden,2003,2016,F,208,114,1981,ne,ne
Gail Goodrich,1966,1979,G,185,77,1943,da,ne
Steve Goodrich,2001,2002,F,208,100,1976,ne,ne
Archie Goodwin,2014,2017,G,196,91,1994,ne,ne
Brandon Goodwin,2019,2022,G,183,82,1995,ne,da
Jordan Goodwin,2022,2023,G,190,91,1998,ne,da
Pop Goodwin,1947,1948,F-C,188,92,1920,ne,ne
Aaron Gordon,2015,2023,F,203,107,1995,ne,da
Ben Gordon,2005,2015,G,190,91,1983,ne,ne
Drew Gordon,2015,2015,F,206,111,1990,ne,ne
Eric Gordon,2009,2023,G-F,190,98,1988,ne,da
Lancaster Gordon,1985,1988,G,190,84,1962,ne,ne
Paul Gordon,1950,1950,F,190,84,1927,ne,ne
Marcin Gortat,2008,2019,C-F,211,109,1984,ne,ne
Leo Gottlieb,1947,1948,G,180,82,1920,ne,ne
Andrew Goudelock,2012,2016,G,190,91,1988,ne,ne
Gerald Govan,1968,1976,F-C,208,100,1942,ne,ne
Bato Govedarica,1954,1954,G,180,84,1928,ne,ne
Joe Graboski,1949,1962,F-C,201,89,1930,ne,ne
Ricky Grace,1994,1994,G,185,82,1967,ne,ne
Calvin Graham,1968,1968,G,188,89,1944,ne,ne
Devonte' Graham,2019,2023,G,185,89,1995,ne,da
Greg Graham,1994,1998,G,193,79,1970,ne,ne
Joey Graham,2006,2011,F,201,102,1982,ne,ne
Mal Graham,1968,1969,G,185,84,1945,ne,ne
Orlando Graham,1989,1989,F,203,100,1965,ne,ne
Paul Graham,1992,1994,F-G,198,91,1967,ne,ne
Stephen Graham,2006,2011,G,198,98,1982,ne,ne
Treveon Graham,2017,2020,G,196,99,1993,ne,da
Jim Grandholm,1991,1991,F-C,213,107,1960,ne,ne
Ron Grandison,1989,1996,F,198,98,1964,ne,ne
Danny Granger,2006,2015,F,206,101,1983,ne,ne
Stewart Granger,1984,1987,G,190,86,1961,ne,ne
Brian Grant,1995,2006,F,206,115,1972,ne,ne
Bud Grant,1950,1951,F,190,89,1927,ne,ne
Gary Grant,1989,2001,G,190,84,1965,ne,ne
Greg Grant,1990,1996,G,170,64,1966,ne,ne
Harvey Grant,1989,1999,F,203,89,1965,ne,ne
Horace Grant,1988,2004,F-C,208,98,1965,ne,ne
Jerami Grant,2015,2023,F,203,95,1994,ne,da
Jerian Grant,2016,2020,G,193,93,1992,ne,ne
Josh Grant,1994,1994,F,206,101,1967,ne,ne
Paul Grant,1999,2004,C,213,111,1974,ne,ne
Travis Grant,1973,1976,F,201,98,1950,ne,ne
Donte Grantham,2019,2019,F,203,98,1995,ne,ne
Don Grate,1950,1950,F-G,188,84,1923,ne,ne
Butch Graves,1985,1985,G,190,91,1962,ne,ne
Hassani Gravett,2022,2022,G,188,85,1996,ne,da
Aaron Gray,2008,2014,C,213,123,1984,ne,ne
Devin Gray,1997,2000,F,201,109,1972,ne,ne
Ed Gray,1998,1999,G,190,95,1975,ne,ne
Evric Gray,1997,1997,F,201,107,1969,ne,ne
Gary Gray,1968,1968,G,185,84,1945,ne,ne
Josh Gray,2018,2020,G,183,82,1993,ne,ne
Leonard Gray,1975,1977,F,203,109,1951,ne,ne
RaiQuan Gray,2023,2023,F,203,118,1999,ne,da
Stuart Gray,1985,1991,C-F,213,107,1963,ne,ne
Sylvester Gray,1989,1989,F,198,104,1967,ne,ne
Wyndol Gray,1947,1948,G-F,185,79,1922,ne,ne
Jeff Grayer,1989,1998,F-G,196,91,1965,ne,ne
Bob Greacen,1970,1972,F,201,94,1947,ne,ne
A.C. Green,1986,2001,F-C,206,100,1963,ne,ne
A.J. Green,2023,2023,G,193,91,1999,ne,da
Danny Green,2010,2023,G-F,198,98,1987,ne,da
Devin Green,2006,2006,G,201,95,1982,ne,ne
Draymond Green,2013,2023,F,198,104,1990,ne,da
Erick Green,2015,2016,G,193,84,1991,ne,ne
Gerald Green,2006,2019,G-F,198,93,1986,ne,ne
Jalen Green,2022,2023,G,193,81,2002,ne,da
JaMychal Green,2015,2023,F,203,103,1990,ne,da
Javonte Green,2020,2023,F,193,93,1993,ne,da
Jeff Green,2008,2023,F,203,107,1986,ne,da
Johnny Green,1960,1973,F-C,196,91,1933,ne,ne
Josh Green,2021,2023,G-F,196,91,2000,ne,da
Ken Green,1986,1986,F,203,98,1959,ne,ne
Kenny Green,1986,1987,F,198,95,1964,ne,ne
Lamar Green,1970,1975,F-C,201,95,1947,ne,ne
Litterial Green,1993,1999,G,185,84,1970,ne,ne
Luther Green,1970,1973,F,201,86,1946,ne,ne
Mike Green,1974,1980,C-F,208,91,1951,ne,ne
Rickey Green,1978,1992,G,183,77,1954,ne,ne
Sean Green,1992,1994,G-F,196,95,1970,ne,ne
Si Green,1957,1966,G-F,188,84,1933,ne,ne
Sidney Green,1984,1993,F-C,206,100,1961,ne,ne
Steve Green,1976,1979,F,201,100,1953,ne,ne
Taurean Green,2008,2008,G,183,80,1986,ne,ne
Tommie Green,1979,1979,G,188,84,1956,ne,ne
Willie Green,2004,2015,G,193,91,1981,ne,ne
Donté Greene,2009,2012,F,211,103,1988,ne,ne
Orien Greene,2006,2011,G,193,94,1982,ne,ne
Jerry Greenspan,1964,1965,F,196,89,1941,ne,ne
Dave Greenwood,1980,1991,F-C,206,101,1957,ne,ne
Hal Greer,1959,1973,G-F,188,79,1936,da,ne
Lynn Greer,2007,2007,G,188,79,1979,ne,ne
Gary Gregor,1969,1974,F-C,201,102,1945,ne,ne
Claude Gregory,1986,1988,F,203,93,1958,ne,ne
John Greig,1983,1983,F,201,98,1961,ne,ne
Norm Grekin,1954,1954,F,196,82,1930,ne,ne
Kevin Grevey,1976,1985,G-F,196,95,1953,ne,ne
Dennis Grey,1969,1970,C-F,203,98,1947,ne,ne
Adrian Griffin,2000,2008,G-F,196,99,1974,ne,ne
AJ Griffin,2023,2023,F,198,101,2003,ne,da
Blake Griffin,2011,2023,F-C,206,114,1989,ne,da
Eddie Griffin,2002,2007,F-C,208,100,1982,ne,ne
Greg Griffin,1978,1978,F,201,86,1952,ne,ne
Paul Griffin,1977,1983,F-C,206,93,1954,ne,ne
Taylor Griffin,2010,2010,F,201,108,1986,ne,ne
Darrell Griffith,1981,1991,G,193,86,1958,ne,ne
Chuck Grigsby,1955,1955,G,196,86,1928,ne,ne
Quentin Grimes,2022,2023,G,196,93,2000,ne,da
Derek Grimm,1998,1998,F,206,104,1974,ne,ne
Woody Grimshaw,1947,1947,G,185,84,1919,ne,ne
Dick Groat,1953,1953,G,180,82,1930,ne,ne
Bob Gross,1976,1983,F-G,198,91,1953,ne,ne
Mike Grosso,1972,1972,C,206,104,1947,ne,ne
Jerry Grote,1965,1965,G,193,98,1940,ne,ne
Alex Groza,1950,1951,C,201,99,1926,ne,ne
Dick Grubar,1970,1970,G,193,84,1947,ne,ne
Anthony Grundy,2006,2006,G,190,82,1979,ne,ne
Ernie Grunfeld,1978,1986,G-F,198,95,1955,ne,ne
Gene Guarilia,1960,1963,F,196,100,1937,ne,ne
Pétur Guðmundsson,1982,1989,C,218,118,1958,ne,ne
Marko Guduric,2020,2020,G,198,91,1995,ne,ne
Richie Guerin,1957,1970,G,193,89,1932,da,ne
Tom Gugliotta,1993,2005,F,208,109,1969,ne,ne
Andrés Guibert,1994,1995,F-C,208,102,1968,ne,ne
Jay Guidinger,1993,1994,C,208,116,1969,ne,ne
Coulby Gunther,1947,1949,F,193,86,1923,ne,ne
Dave Gunther,1963,1963,F,201,86,1937,ne,ne
Al Guokas,1950,1950,F-G,196,91,1925,ne,ne
Matt Guokas,1947,1947,F,190,89,1915,ne,ne
Matt Guokas,1967,1976,G-F,196,79,1944,ne,ne
Jorge Gutiérrez,2014,2016,G,190,87,1988,ne,ne
Kyle Guy,2020,2022,G,185,76,1997,ne,da
A.J. Guyton,2001,2003,G,185,82,1978,ne,ne
Rui Hachimura,2020,2023,F,203,104,1998,ne,da
Rudy Hackett,1976,1977,F,206,95,1953,ne,ne
Hamed Haddadi,2009,2013,C,218,115,1985,ne,ne
Jim Hadnot,1968,1968,C-F,208,107,1940,ne,ne
Scott Haffner,1990,1991,G,190,82,1966,ne,ne
Cliff Hagan,1957,1970,F-G,193,95,1931,da,ne
Glenn Hagan,1982,1982,G,183,77,1955,ne,ne
Tom Hagan,1970,1971,G,190,84,1947,ne,ne
Ashton Hagans,2021,2021,G,190,86,1999,ne,da
Robert Hahn,1950,1950,C,208,109,1925,ne,ne
Al Hairston,1969,1970,G,185,77,1945,ne,ne
Happy Hairston,1965,1975,F,201,102,1942,ne,ne
Lindsay Hairston,1976,1976,F-C,201,82,1951,ne,ne
Malik Hairston,2009,2010,G,198,100,1987,ne,ne
P.J. Hairston,2015,2016,G-F,198,104,1992,ne,ne
Marcus Haislip,2003,2010,F,208,104,1980,ne,ne
Chick Halbert,1947,1951,C,206,102,1919,ne,ne
Swede Halbrook,1961,1962,C,221,107,1933,ne,ne
Bruce Hale,1949,1951,G-F,185,77,1918,ne,ne
Hal Hale,1968,1968,G,185,82,1945,ne,ne
Jack Haley,1989,1998,C-F,208,109,1964,ne,ne
Tyrese Haliburton,2021,2023,G,196,84,2000,ne,da
Shaler Halimon,1969,1973,G-F,196,90,1945,ne,ne
Devon Hall,2020,2020,G,188,98,1995,ne,da
Donta Hall,2020,2021,F,206,105,1997,ne,ne
Jordan Hall,2023,2023,G-F,201,98,2002,ne,da
Josh Hall,2021,2021,F,206,86,2000,ne,da
Mike Hall,2007,2007,F,203,104,1984,ne,ne
Tyler Hall,2022,2022,G,196,95,1997,ne,da
Jeff Halliburton,1972,1973,G,196,88,1949,ne,ne
Darvin Ham,1997,2005,F,201,100,1973,ne,ne
Steve Hamer,1997,1997,C,213,111,1973,ne,ne
Dale Hamilton,1950,1950,G-F,183,82,1919,ne,ne
Daniel Hamilton,2018,2019,G-F,201,89,1995,ne,ne
Dennis Hamilton,1968,1971,F,203,95,1944,ne,ne
Joe Hamilton,1971,1976,G,178,73,1948,ne,ne
Jordan Hamilton,2012,2016,G-F,201,100,1990,ne,ne
Justin Hamilton,2014,2017,C,213,118,1990,ne,ne
Ralph Hamilton,1949,1949,G-F,185,85,1921,ne,ne
Richard Hamilton,2000,2013,G-F,198,84,1978,ne,ne
Roy Hamilton,1980,1981,G,188,82,1957,ne,ne
Steve Hamilton,1959,1960,F-C,198,86,1934,ne,ne
Tang Hamilton,2002,2002,F,203,100,1978,ne,ne
Thomas Hamilton,1996,2000,C,218,150,1975,ne,ne
Zendon Hamilton,2001,2006,C-F,211,114,1975,ne,ne
Geert Hammink,1994,1996,C,213,119,1969,ne,ne
Julian Hammond,1968,1972,F,196,93,1943,ne,ne
Tom Hammonds,1990,2001,F,206,98,1967,ne,ne
A.J. Hammons,2017,2017,C,213,118,1992,ne,ne
Joe Hamood,1968,1968,G,183,82,1943,ne,ne
R.J. Hampton,2021,2023,G,193,79,2001,ne,da
Darrin Hancock,1995,1997,G-F,201,93,1971,ne,ne
Ben Handlogten,2004,2005,C,208,109,1973,ne,ne
Cecil Hankins,1947,1948,G,185,79,1922,ne,ne
Phil Hankinson,1974,1975,F,203,89,1951,ne,ne
Dusty Hannahs,2019,2020,G,190,95,1993,ne,da
Alex Hannum,1950,1957,F-C,201,95,1923,da,ne
Don Hanrahan,1953,1953,F,201,91,1929,ne,ne
Rollen Hans,1954,1955,G,188,95,1931,ne,ne
Ben Hansbrough,2013,2013,G,190,92,1987,ne,ne
Tyler Hansbrough,2010,2016,F,206,114,1985,ne,ne
Bob Hansen,1984,1992,G,198,86,1961,ne,ne
Glenn Hansen,1976,1978,G,193,93,1952,ne,ne
Lars Hansen,1979,1979,C,208,102,1954,ne,ne
Travis Hansen,2004,2004,G,198,93,1978,ne,ne
Reggie Hanson,1998,1998,F,203,89,1968,ne,ne
Bill Hanzlik,1981,1990,G-F,201,84,1957,ne,ne
Luke Harangody,2011,2012,F,203,112,1988,ne,ne
Anfernee Hardaway,1994,2008,G-F,201,89,1971,ne,ne
Tim Hardaway,1990,2003,G,183,79,1966,da,ne
Tim Hardaway Jr.,2014,2023,G,196,93,1992,ne,da
James Harden,2010,2023,G,196,100,1989,ne,da
Reggie Harding,1964,1968,C,213,113,1942,ne,ne
Charlie Hardnett,1963,1965,F-C,203,102,1938,ne,ne
Alan Hardy,1981,1982,F,201,89,1957,ne,ne
Darrell Hardy,1968,1968,F,201,100,,ne,ne
Jaden Hardy,2023,2023,G,193,90,2002,ne,da
James Hardy,1979,1982,F-C,203,100,1956,ne,ne
Ira Harge,1968,1973,C,206,102,1941,ne,ne
John Hargis,1950,1951,G-F,188,82,1920,ne,ne
Maurice Harkless,2013,2022,F-G,201,100,1993,ne,da
Jerry Harkness,1964,1969,G,188,79,1940,ne,ne
Skip Harlicka,1969,1969,G,185,84,1946,ne,ne
Jerome Harmon,1995,1995,G,193,86,1969,ne,ne
Derek Harper,1984,1999,G,193,84,1961,ne,ne
Jared Harper,2020,2022,G,178,79,1997,ne,ne
Justin Harper,2012,2017,F,208,102,1989,ne,ne
Mike Harper,1981,1982,C-F,208,89,1957,ne,ne
Ron Harper,1987,2001,G-F,198,84,1964,ne,ne
Ron Harper Jr.,2023,2023,G-F,198,111,2000,ne,da
Matt Harpring,1999,2009,F,201,105,1976,ne,ne
Montrezl Harrell,2016,2023,F-C,201,109,1994,ne,da
Josh Harrellson,2012,2014,C,208,125,1989,ne,ne
Adam Harrington,2003,2003,G,196,91,1980,ne,ne
Al Harrington,1999,2014,F,206,104,1980,ne,ne
Junior Harrington,2003,2007,G,193,82,1980,ne,ne
Othella Harrington,1997,2008,F-C,206,107,1974,ne,ne
Art Harris,1969,1972,G,193,84,1947,ne,ne
Bernie Harris,1975,1975,F,208,91,1950,ne,ne
Billy Harris,1975,1975,G,188,84,1951,ne,ne
Bob Harris,1950,1954,F-C,201,89,1927,ne,ne
Chris Harris,1956,1956,G,190,86,1933,ne,ne
Devin Harris,2005,2019,G,190,84,1983,ne,ne
Elias Harris,2014,2014,F,203,109,1989,ne,ne
Gary Harris,2015,2023,G,193,95,1994,ne,da
Jalen Harris,2021,2021,G,196,89,1998,ne,da
Joe Harris,2015,2023,G,198,100,1991,ne,da
Kevon Harris,2023,2023,G,198,98,1997,ne,da
Lucious Harris,1994,2005,G,196,86,1970,ne,ne
Manny Harris,2011,2017,G,196,84,1989,ne,ne
Mike Harris,2008,2014,F,198,109,1983,ne,ne
Steve Harris,1986,1990,G,196,89,1963,ne,ne
Terrel Harris,2012,2013,G,196,86,1987,ne,ne
Tobias Harris,2012,2023,F,203,103,1992,ne,da
Tony Harris,1991,1995,G,190,86,1967,ne,ne
Aaron Harrison,2016,2018,G,198,95,1994,ne,ne
Andrew Harrison,2017,2019,G,198,97,1994,ne,ne
Bob Harrison,1950,1958,G,185,86,1927,ne,ne
David Harrison,2005,2008,C,213,127,1982,ne,ne
Shaquille Harrison,2018,2023,G,193,86,1993,ne,da
Jason Hart,2001,2010,G,190,84,1978,ne,ne
Josh Hart,2018,2023,G,196,98,1995,ne,da
Isaiah Hartenstein,2019,2023,F,213,114,1998,ne,da
Antonio Harvey,1994,2003,F-C,211,102,1970,ne,ne
Donnell Harvey,2001,2005,F,203,100,1980,ne,ne
Scott Haskin,1994,1994,C-F,211,114,1970,ne,ne
Clem Haskins,1968,1976,G,190,89,1943,ne,ne
Udonis Haslem,2004,2023,F-C,203,107,1980,ne,da
Trenton Hassell,2002,2010,G,196,91,1979,ne,ne
Billy Hassett,1950,1951,G,180,82,1921,ne,ne
Joe Hassett,1978,1983,G,196,82,1955,ne,ne
Scott Hastings,1983,1993,F-C,208,107,1960,ne,ne
Kirk Haston,2002,2003,F,206,110,1979,ne,ne
Vern Hatton,1959,1962,G,190,89,1936,ne,ne
Sam Hauser,2022,2023,F,203,98,1997,ne,da
John Havlicek,1963,1978,F-G,196,92,1940,da,ne
Spencer Hawes,2008,2017,C-F,216,111,1988,ne,ne
Steve Hawes,1975,1984,C-F,206,100,1950,ne,ne
Bubbles Hawkins,1976,1979,G,193,86,1954,ne,ne
Connie Hawkins,1968,1976,F-C,203,95,1942,da,ne
Hersey Hawkins,1989,2001,G,190,86,1966,ne,ne
Juaquin Hawkins,2003,2003,G-F,201,100,1973,ne,ne
Marshall Hawkins,1950,1950,F,190,93,1924,ne,ne
Michael Hawkins,1997,2001,G,183,81,1972,ne,ne
Tom Hawkins,1960,1969,F,196,95,1936,ne,ne
Nate Hawthorne,1974,1976,G,193,86,1950,ne,ne
Chuck Hayes,2006,2016,F-C,198,109,1983,ne,ne
Elvin Hayes,1969,1984,F-C,206,107,1945,da,ne
Jarvis Hayes,2004,2010,F,201,100,1981,ne,ne
Jaxson Hayes,2020,2023,F,211,100,2000,ne,da
Jim Hayes,1971,1971,G,190,91,1948,ne,ne
Killian Hayes,2021,2023,G,196,89,2001,ne,da
Nigel Hayes,2018,2018,F,203,115,1994,ne,ne
Steve Hayes,1982,1986,C,213,93,1955,ne,ne
Gordon Hayward,2011,2023,F-G,201,102,1990,ne,da
Lazar Hayward,2011,2013,F,198,102,1986,ne,ne
Brendan Haywood,2002,2015,C,213,122,1979,ne,ne
Spencer Haywood,1970,1983,F-C,203,102,1949,da,ne
John Hazen,1949,1949,G,188,78,1927,ne,ne
Walt Hazzard,1965,1974,G,188,84,1942,ne,ne
Luther Head,2006,2011,G,190,84,1982,ne,ne
Shane Heal,1997,2004,G,183,82,1970,ne,ne
Brian Heaney,1970,1970,G,188,82,1946,ne,ne
Gar Heard,1971,1981,F,198,99,1948,ne,ne
Reggie Hearn,2018,2018,G,196,95,1991,ne,ne
Herm Hedderick,1955,1955,G,196,77,1930,ne,ne
Alvin Heggs,1996,1996,F,203,102,1967,ne,ne
Tom Heinsohn,1957,1965,F-C,201,99,1934,da,ne
Dick Hemric,1956,1957,F,198,100,1933,ne,ne
Alan Henderson,1996,2007,F,206,107,1972,ne,ne
Cedric Henderson,1987,1987,F,203,95,1965,ne,ne
Cedric Henderson,1998,2002,F,201,98,1975,ne,ne
Dave Henderson,1988,1988,G,196,89,1964,ne,ne
Gerald Henderson,1980,1992,G,188,79,1956,ne,ne
Gerald Henderson,2010,2017,G,196,98,1987,ne,ne
J.R. Henderson,1999,1999,F,203,103,1976,ne,ne
Jerome Henderson,1986,1987,C-F,211,104,1959,ne,ne
Kevin Henderson,1987,1988,G,193,89,1964,ne,ne
Tom Henderson,1975,1983,G,190,86,1952,ne,ne
Mark Hendrickson,1997,2000,F,206,100,1974,ne,ne
Larry Hennessy,1956,1957,G,190,84,1929,ne,ne
Don Henriksen,1953,1955,F-C,201,102,1929,ne,ne
Aaron Henry,2022,2022,F,198,95,1999,ne,ne
Al Henry,1971,1972,C,206,86,1949,ne,ne
Bill Henry,1949,1950,C,206,98,1924,ne,ne
Carl Henry,1986,1986,G,198,93,1960,ne,ne
Conner Henry,1987,1988,G,201,89,1963,ne,ne
Myke Henry,2018,2018,F,198,95,1992,ne,ne
Skeeter Henry,1994,1994,G,201,86,1967,ne,ne
Xavier Henry,2011,2015,G,198,100,1991,ne,ne
John Henson,2013,2020,C-F,206,99,1990,ne,ne
Steve Henson,1991,1999,G,180,80,1968,ne,ne
Charlie Hentz,1971,1971,F,196,95,1947,ne,ne
Bill Herman,1950,1950,G,190,77,1924,ne,ne
Kleggie Hermsen,1947,1953,C-F,206,102,1923,ne,ne
Dewan Hernandez,2020,2020,F,208,107,1996,ne,da
Juancho Hernangómez,2017,2023,F,206,97,1995,ne,da
Willy Hernangómez,2017,2023,C,211,114,1994,ne,da
Chris Herren,2000,2001,G,188,89,1975,ne,ne
Carl Herrera,1992,1999,F,206,98,1966,ne,ne
Walter Herrmann,2007,2009,F,206,102,1979,ne,ne
Tyler Herro,2020,2023,G,196,89,2000,ne,da
Keith Herron,1979,1982,G-F,198,89,1956,ne,ne
Sonny Hertzberg,1947,1951,G,178,79,1922,ne,ne
Kevin Hervey,2020,2020,F,206,104,1996,ne,da
Dan Hester,1971,1971,F,203,95,1948,ne,ne
Fred Hetzel,1966,1971,F-C,203,100,1942,ne,ne
Bill Hewitt,1969,1975,F,201,95,1944,ne,ne
Jack Hewson,1948,1948,F-C,198,89,1924,ne,ne
Art Heyman,1964,1970,F-G,196,93,1941,ne,ne
Mario Hezonja,2016,2020,F-G,203,100,1995,ne,ne
Roy Hibbert,2009,2017,C,218,123,1986,ne,ne
Nat Hickey,1948,1948,G-F,180,82,1902,ne,ne
Isaiah Hicks,2018,2019,F,206,104,1994,ne,ne
Phil Hicks,1977,1979,F,201,93,1953,ne,ne
J.J. Hickson,2009,2016,F-C,206,110,1988,ne,ne
Buddy Hield,2017,2023,G-F,193,100,1992,ne,da
Bill Higgins,1975,1975,G,188,82,1952,ne,ne
Cory Higgins,2012,2013,G,196,82,1989,ne,ne
Earle Higgins,1971,1971,F,203,89,1946,ne,ne
Mike Higgins,1990,1991,F,206,100,1967,ne,ne
Rod Higgins,1983,1995,F,201,91,1960,ne,ne
Sean Higgins,1991,1998,G-F,206,93,1968,ne,ne
Kenny Higgs,1979,1982,G,183,82,1955,ne,ne
Johnny High,1980,1984,G,190,84,1957,ne,ne
Haywood Highsmith,2019,2023,F,201,100,1996,ne,da
Wayne Hightower,1963,1972,F-C,203,87,1940,ne,ne
Nenê,2003,2019,F-C,211,114,1982,ne,ne
Armond Hill,1977,1984,G,193,86,1953,ne,ne
Cleo Hill,1962,1962,G,185,84,1938,ne,ne
Gary Hill,1964,1965,G,193,84,1941,ne,ne
George Hill,2009,2023,G,193,85,1986,ne,da
Grant Hill,1995,2013,F-G,203,102,1972,da,ne
Jordan Hill,2010,2017,C-F,208,107,1987,ne,ne
Malcolm Hill,2022,2023,F,198,100,1995,ne,da
Simmie Hill,1970,1974,F,201,106,1946,ne,ne
Solomon Hill,2014,2022,F,198,103,1991,ne,ne
Steven Hill,2009,2009,C,213,113,1985,ne,ne
Tyrone Hill,1991,2004,F,206,109,1968,ne,ne
Art Hillhouse,1947,1948,C,201,100,1916,ne,ne
Darrun Hilliard,2016,2018,G,198,93,1993,ne,ne
Darnell Hillman,1972,1980,F-C,206,98,1949,ne,ne
Fred Hilton,1972,1973,G-F,190,84,1948,ne,ne
Kirk Hinrich,2004,2016,G,193,86,1981,ne,ne
Roy Hinson,1984,1991,F-C,206,95,1961,ne,ne
Nate Hinton,2021,2022,G,196,95,1999,ne,da
Mel Hirsch,1947,1947,G,168,75,1921,ne,ne
Lew Hitch,1952,1957,F-C,203,91,1929,ne,ne
Robert Hite,2007,2007,G,188,84,1984,ne,ne
Jaylen Hoard,2020,2022,F,203,98,1999,ne,ne
Darington Hobson,2012,2012,G,201,95,1987,ne,ne
Donald Hodge,1992,1996,C,213,104,1969,ne,ne
Julius Hodge,2006,2007,G,201,95,1983,ne,ne
Craig Hodges,1983,1992,G,188,86,1960,ne,ne
Charlie Hoefer,1947,1948,G,175,72,1921,ne,ne
Paul Hoffman,1948,1955,G-F,188,89,1925,ne,ne
Bob Hogsett,1967,1968,F,201,104,1941,ne,ne
Paul Hogue,1963,1964,C,206,109,1940,ne,ne
Fred Hoiberg,1996,2005,G,193,92,1972,ne,ne
Doug Holcomb,1949,1949,F,193,91,1925,ne,ne
Randy Holcomb,2006,2006,F,206,102,1979,ne,ne
Aaron Holiday,2019,2023,G,183,84,1996,ne,da
Jrue Holiday,2010,2023,G,190,93,1990,ne,da
Justin Holiday,2013,2023,F,198,82,1989,ne,da
Brad Holland,1980,1982,G,190,82,1956,ne,ne
Joe Holland,1950,1952,F,193,84,1925,ne,ne
John Holland,2018,2019,G-F,196,93,1988,ne,ne
Wilbur Holland,1976,1979,G,183,79,1951,ne,ne
Lionel Hollins,1976,1985,G,190,84,1953,ne,ne
Ryan Hollins,2007,2016,C,213,109,1984,ne,ne
Essie Hollis,1979,1979,F,198,89,1955,ne,ne
Rondae Hollis-Jefferson,2016,2021,F,198,99,1995,ne,ne
Dennis Holman,1968,1968,G,190,79,1945,ne,ne
Richaun Holmes,2016,2023,C-F,208,107,1993,ne,da
Jim Holstein,1953,1956,F-G,190,82,1930,ne,ne
A.W. Holt,1971,1971,F,201,95,1946,ne,ne
Michael Holton,1985,1990,G,193,84,1961,ne,ne
Dick Holub,1948,1948,C,198,93,1921,ne,ne
Joe Holup,1957,1959,F,198,98,1934,ne,ne
Red Holzman,1949,1954,G,178,79,1920,da,ne
Jerald Honeycutt,1998,1999,F-G,206,111,1974,ne,ne
Tyler Honeycutt,2012,2013,F,203,85,1990,ne,ne
Derek Hood,2000,2000,F,203,101,1976,ne,ne
Rodney Hood,2015,2022,G-F,203,94,1992,ne,ne
Bobby Hooper,1969,1969,G,183,82,1946,ne,ne
Carroll Hooser,1968,1968,F,201,104,1944,ne,ne
Tom Hoover,1964,1969,C,206,104,1941,ne,ne
Bob Hopkins,1957,1960,C-F,203,93,1934,ne,ne
Dave Hoppen,1988,1993,C-F,211,107,1964,ne,ne
Dennis Hopson,1988,1992,G-F,196,91,1965,ne,ne
Scotty Hopson,2014,2022,G,201,93,1989,ne,da
Johnny Horan,1956,1956,F,203,86,1932,ne,ne
Cedrick Hordges,1981,1982,F-C,203,100,1957,ne,ne
Al Horford,2008,2023,C-F,206,109,1986,ne,da
Tito Horford,1989,1994,C,216,111,1966,ne,ne
Ron Horn,1962,1968,F,201,100,1938,ne,ne
Jeff Hornacek,1987,2000,G,190,86,1963,ne,ne
Dennis Horner,2012,2012,F,206,104,1988,ne,ne
Robert Horry,1993,2008,F,208,109,1970,ne,ne
Ed Horton,1990,1990,F,203,104,1967,ne,ne
Talen Horton-Tucker,2020,2023,G-F,193,106,2000,ne,da
